Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
2023-04-01,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,13762,0,0,0,0,0,3865,0,0,0,0,0,822,2,2759,0,0,802
2023-04-01,RYY,NHS ENGLAND SOUTH EAST ,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,8675,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
2023-04-01,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0,0,7036,0,0,588,0,0,377,0,0,3,0,0,0,0,0,0
2023-04-01,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0,0,1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,C82009,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH MED.CTR,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,C82038,NHS ENGLAND MIDLANDS ,LATHAM HOUSE MEDICAL PRACTICE,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,NQT51,NHS ENGLAND SOUTH EAST ,STATION PLAZA HEALTH CENTRE,0,0,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,RW1,NHS ENGLAND SOUTH EAST ,SOUTHERN HEALTH NHS FOUNDATION TRUST,0,0,2572,0,0,0,0,0,29,0,0,0,0,0,0,0,6,153
2023-04-01,RXG,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
2023-04-01,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8237,0,10625,234,0,246,3562,0,52,39,0,0,676,698,2457,0,0,1397
2023-04-01,Y00751,NHS ENGLAND SOUTH EAST ,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE MEDICAL CENTRE WALK IN CENTRE,0,0,2656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,Y02676,NHS ENGLAND SOUTH EAST ,BRIGHTON STATION HEALTH CENTRE,0,0,1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0,0,3093,0,0,328,0,0,65,0,0,0,0,0,0,0,0,0
2023-04-01,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,WORKINGTON HEALTH LIMITED,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0
2023-04-01,AQN04,NHS ENGLAND SOUTH EAST ,PHL LYMINGTON UTC,0,0,2491,0,0,106,0,0,41,0,0,0,0,0,0,0,0,0
2023-04-01,AXG,NHS ENGLAND SOUTH WEST ,WILTSHIRE HEALTH & CARE,0,0,2032,0,0,53,0,0,49,0,0,1,0,0,0,0,0,0
2023-04-01,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,5853,0,3002,123,0,0,3305,0,64,63,0,0,620,82,1756,0,0,919
2023-04-01,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0,0,1864,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
2023-04-01,RAX,NHS ENGLAND LONDON,KINGSTON HOSPITAL NHS FOUNDATION TRUST,6486,0,2651,0,0,0,3040,0,146,0,0,0,220,415,1725,0,115,505
2023-04-01,RBQ,NHS ENGLAND NORTH WEST ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
2023-04-01,RDY,NHS ENGLAND SOUTH WEST ,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
2023-04-01,RJ8,NHS ENGLAND SOUTH WEST ,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,51
2023-04-01,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,5321,0,0,157,0,0,2165,0,0,46,0,0,116,107,1529,0,0,528
2023-04-01,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4232,0,10357,0,0,0,0,0,0,0,0,0,190,3,1620,0,409,1786
2023-04-01,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,8661,1145,3071,0,0,0,3564,0,144,0,0,0,299,286,3356,739,0,858
2023-04-01,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,7857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,Y04538,NHS ENGLAND SOUTH EAST ,BRACKNELL URGENT CARE CENTRE WIC,0,0,2253,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
2023-04-01,8J094,NHS ENGLAND MIDLANDS ,BADGER LTD,0,0,0,0,0,2020,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,DT301,NHS ENGLAND EAST OF ENGLAND ,HERTS URGENT CARE (ASCOTS LANE),0,0,2141,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
2023-04-01,NQTE4,NHS ENGLAND MIDLANDS ,SUMMERFIELD URGENT CARE CENTRE,0,0,3925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",10876,2144,13038,0,0,0,6568,420,3378,0,0,0,716,722,4526,0,0,377
2023-04-01,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,7488,0,0,416,0,0,1958,0,0,0,0,0,155,1,2383,0,0,470
2023-04-01,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,6188,0,647,57,0,0,0,0,0,0,0,0,465,46,1909,0,0,576
2023-04-01,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,3882,0,0,44,0,12,1669,0,0,0,0,0,199,335,769,0,0,114
2023-04-01,RWE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,18537,1748,0,0,0,0,8296,120,0,0,0,0,1325,960,4798,3,0,3130
2023-04-01,RY5,NHS ENGLAND MIDLANDS ,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,7841,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0
2023-04-01,RYF,NHS ENGLAND SOUTH WEST ,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1839,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0
2023-04-01,Y03007,NHS ENGLAND MIDLANDS ,ERDINGTON GP HEALTH & WELLBEING WIC,0,0,0,0,0,1967,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LOCAL CARE DIRECT,0,0,2118,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4412,0,763,143,0,43,863,0,1,16,0,0,89,4,1168,0,0,382
2023-04-01,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,5869,0,10527,0,0,0,3529,0,297,0,0,0,486,597,2110,0,25,1046
2023-04-01,RHU,NHS ENGLAND SOUTH EAST ,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,8810,687,2532,1180,0,808,0,0,0,0,0,0,1520,0,3479,0,0,2012
2023-04-01,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,6437,0,207,0,0,0,3012,0,2,0,0,0,339,646,1542,0,0,898
2023-04-01,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,12029,0,6652,1,0,546,3626,0,229,0,0,0,536,16,5721,0,0,771
2023-04-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,11270,0,0,0,0,0,235,0,0,0,0,0,0,0,0,67
2023-04-01,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE HOSPITALS NHS TRUST,14817,0,5746,120,0,51,0,0,0,0,0,0,968,1,3750,0,177,946
2023-04-01,NL7,NHS ENGLAND MIDLANDS ,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,4694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,R1D,NHS ENGLAND MIDLANDS ,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0,0,2843,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1
2023-04-01,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6236,0,1462,98,0,0,2095,0,0,23,0,0,443,192,1467,0,0,430
2023-04-01,RL1,NHS ENGLAND MIDLANDS ,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2023-04-01,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,5524,0,1536,361,0,319,1895,0,30,0,0,0,619,1,926,0,0,31
2023-04-01,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,8802,0,0,0,0,0,3416,0,0,0,0,0,482,8,2671,0,0,720
2023-04-01,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,8391,0,1103,0,0,0,2022,0,25,0,0,0,541,118,2973,0,0,816
2023-04-01,RWX,NHS ENGLAND SOUTH EAST ,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1223,0,0,0,0,0,9,0,0,0,0,0,0,0,36,0
2023-04-01,Y03571,NHS ENGLAND MIDLANDS ,CORBY URGENT CARE CENTRE,0,0,7843,0,0,677,0,0,56,0,0,0,0,0,0,0,0,0
2023-04-01,NNJ,NHS ENGLAND MIDLANDS ,DHU HEALTH CARE C.I.C,0,0,2142,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2023-04-01,NQT5F,NHS ENGLAND NORTH WEST ,SKELMERSDALE WALK IN CENTRE,0,0,1758,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
2023-04-01,NQT5H,NHS ENGLAND SOUTH WEST ,PAULTON MEMORIAL HOSPITAL,0,0,792,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
2023-04-01,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,6964,0,3949,330,0,143,2468,0,57,53,0,0,636,51,2816,0,0,738
2023-04-01,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,2830,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0
2023-04-01,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,12162,0,3118,0,0,0,4863,0,0,0,0,0,1012,64,3341,0,378,969
2023-04-01,RPC,NHS ENGLAND SOUTH EAST ,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1334,0,0,0,0,0,2,0,0,0,0,0,0,0,5,543
2023-04-01,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,4477,0,0,0,0,0,663,0,0,0,0,0,0,0,856,0,0,114
2023-04-01,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,9875,0,0,15,0,0,1631,0,0,0,0,0,178,15,1548,0,0,187
2023-04-01,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,922,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,RVY,NHS ENGLAND NORTH WEST ,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,7014,0,2855,191,0,0,2179,0,0,32,0,0,402,105,1842,0,0,82
2023-04-01,RYG,NHS ENGLAND MIDLANDS ,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,50
2023-04-01,RYR,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,21937,1469,2196,1447,0,597,8444,35,101,462,0,9,1585,637,7567,33,48,1294
2023-04-01,NNJ07,NHS ENGLAND MIDLANDS ,LOUGHBOROUGH URGENT CARE CENTRE,0,0,4851,0,0,477,0,0,18,0,0,0,0,0,0,0,0,0
2023-04-01,NNJ0H,NHS ENGLAND MIDLANDS ,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0,0,211,0,0,1535,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,NNJ12,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH,0,0,174,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,NNJ13,NHS ENGLAND MIDLANDS ,MELTON MOWBRAY,0,0,52,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,NNJ14,NHS ENGLAND MIDLANDS ,OADBY,0,0,721,0,0,1520,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,NNJ15,NHS ENGLAND MIDLANDS ,OAKHAM,0,0,53,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,NTPAD,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,5024,0,0,294,0,0,57,0,0,6,0,0,0,0,0,0
2023-04-01,NV693,NHS ENGLAND NORTH WEST ,ROSSENDALE MIU & OOH,0,0,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,13074,2147,0,0,0,0,4413,51,0,0,0,0,1145,324,4398,8,0,1192
2023-04-01,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,27608,0,1997,750,0,94,9228,0,60,214,0,8,2201,17,7721,0,190,1097
2023-04-01,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4071,0,0,326,0,3372,1257,0,0,72,0,4,94,3,1567,0,0,404
2023-04-01,RD8,NHS ENGLAND EAST OF ENGLAND ,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7102,0,4679,581,0,123,2708,0,192,205,0,0,711,0,1725,0,0,390
2023-04-01,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,7597,0,0,6,0,0,0,0,0,0,0,0,444,0,2767,0,0,571
2023-04-01,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,11396,0,3864,68,0,476,4700,0,463,29,0,47,432,647,2838,0,105,1126
2023-04-01,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,12189,0,11548,109,0,57,6059,0,1386,20,0,0,1079,551,3329,0,0,1135
2023-04-01,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,13686,0,7719,90,0,1431,6559,0,1161,34,0,290,1251,767,3467,0,0,480
2023-04-01,RK5,NHS ENGLAND MIDLANDS ,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,9526,0,4930,22,0,92,3309,0,241,8,0,1,686,83,3083,0,0,357
2023-04-01,RM1,NHS ENGLAND EAST OF ENGLAND ,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10112,0,8069,446,0,0,3841,0,4,123,0,0,978,297,2460,0,0,1537
2023-04-01,RN5,NHS ENGLAND SOUTH EAST ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,11089,0,205,0,0,211,3891,0,0,0,0,0,1005,5,3877,0,0,925
2023-04-01,RN7,NHS ENGLAND SOUTH EAST ,DARTFORD AND GRAVESHAM NHS TRUST,10359,0,3699,0,0,0,2918,0,17,0,0,0,471,0,2722,0,0,304
2023-04-01,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,29850,0,0,0,0,0,13798,0,0,0,0,0,3450,858,9456,0,0,4360
2023-04-01,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11182,1426,5102,0,0,765,4062,92,0,0,0,0,370,45,3134,27,0,2573
2023-04-01,RTG,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,14372,0,12770,108,0,61,7893,0,1157,46,0,2,870,133,3938,0,157,1904
2023-04-01,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,16720,0,2087,0,0,0,2006,0,6,0,0,0,419,0,5531,0,0,1011
2023-04-01,RWH,NHS ENGLAND EAST OF ENGLAND ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,8625,0,4822,4,0,362,4690,0,6,2,0,0,189,27,2728,0,0,224
2023-04-01,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,12584,1300,9956,746,0,0,5578,109,356,138,0,0,968,39,2850,0,0,352
2023-04-01,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,10121,0,6584,0,0,0,3986,0,326,0,0,0,614,874,3784,0,18,918
2023-04-01,RY4,NHS ENGLAND EAST OF ENGLAND ,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,922,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
2023-04-01,RYX,NHS ENGLAND LONDON,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0,0,8696,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0
2023-04-01,NNF09,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRANSHOLME HEALTH CENTRE,0,0,3519,0,0,0,0,0,639,0,0,0,0,0,0,0,0,0
2023-04-01,NNF76,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE WILBERFORCE HEALTH CENTRE,0,0,2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,NNF94,NHS ENGLAND NORTH EAST AND YORKSHIRE ,EAST RIDING COMMUNITY HOSPITAL,0,0,2855,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0
2023-04-01,NNFA7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GOOLE & DISTRICT HOSPITAL,0,0,1287,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2023-04-01,NR3,NHS ENGLAND MIDLANDS ,NOTTINGHAM CITYCARE PARTNERSHIP,0,0,4577,0,0,265,0,0,198,0,0,0,0,0,0,0,0,0
2023-04-01,NTP11,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,5203,0,0,0,0,0,457,0,0,0,0,0,0,0,0,0
2023-04-01,NTV0B,NHS ENGLAND SOUTH EAST ,ASHFORD WALK-IN-CENTRE,0,0,2563,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0
2023-04-01,NTV0W,NHS ENGLAND SOUTH EAST ,WOKING WALK IN CENTRE,0,0,2811,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0
2023-04-01,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,11787,0,12576,241,0,0,5871,0,278,118,0,0,766,363,6112,0,0,1088
2023-04-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,4972,243,11,441,0,0,2392,0,0,0,0,0,391,14,1354,0,0,479
2023-04-01,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4266,0,149,271,0,13,348,0,0,18,0,0,3,0,812,0,0,83
2023-04-01,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",5989,0,871,93,0,0,2408,0,0,28,0,0,681,243,2248,0,0,430
2023-04-01,RD1,NHS ENGLAND SOUTH WEST ,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,7654,0,0,0,0,0,3405,0,0,0,0,0,681,16,2259,0,7,1205
2023-04-01,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,10624,0,2670,1090,0,43,4646,0,25,431,0,2,724,103,3273,0,0,1906
2023-04-01,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7454,0,2974,943,0,0,1771,0,0,102,0,0,448,331,2220,0,0,753
2023-04-01,RJC,NHS ENGLAND MIDLANDS ,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,6558,0,333,15,0,0,1155,0,0,0,0,0,120,0,1840,0,0,576
2023-04-01,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,12333,474,7375,691,0,367,5916,0,182,258,0,5,1450,286,5405,0,0,2554
2023-04-01,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8043,206,3582,0,0,0,0,0,0,0,0,0,539,587,2397,0,956,0
2023-04-01,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,8643,0,4685,128,0,1212,3387,0,321,29,0,0,552,10,3257,0,0,1631
2023-04-01,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,6018,0,0,0,0,0,199,0,0,0,0,0,0,0,12,0,215
2023-04-01,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,17441,0,8414,534,0,0,0,0,0,0,0,0,645,22,2552,0,0,355
2023-04-01,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,11391,0,0,493,0,0,3646,0,0,0,0,0,261,26,1306,0,0,257
2023-04-01,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,5841,0,0,0,0,0,9,0,0,0,0,0,0,0,0,50
2023-04-01,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,7310,0,3736,181,0,38,2846,0,127,51,0,1,576,441,2538,0,30,744
2023-04-01,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,11761,286,0,168,0,0,2987,0,0,23,0,0,509,332,1795,4,0,116
2023-04-01,RWG,NHS ENGLAND EAST OF ENGLAND ,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,7388,0,6207,0,0,1160,3923,0,265,0,0,29,957,0,3165,0,0,761
2023-04-01,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,11126,0,5126,211,0,0,5350,0,5,74,0,0,1004,317,3092,0,0,1131
2023-04-01,RXW,NHS ENGLAND MIDLANDS ,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,9839,0,2063,76,0,278,5315,0,271,19,0,2,592,524,2554,0,45,1931
2023-04-01,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,4378,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0
2023-04-01,RY8,NHS ENGLAND MIDLANDS ,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,7021,0,0,1572,0,0,3,0,0,0,0,0,0,0,0,0
2023-04-01,RY9,NHS ENGLAND LONDON,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,0,0,4932,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
2023-04-01,DD401,NHS ENGLAND SOUTH WEST ,EXMOUTH MINOR INJURY UNIT,0,0,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-01,NDA57,NHS ENGLAND SOUTH EAST ,HASLEMERE MINOR INJURIES UNIT,0,0,1081,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0
2023-04-01,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,3513,0,2234,24,0,39,1660,0,0,9,0,0,416,432,1046,0,0,264
2023-04-01,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,5578,0,0,502,0,0,1921,0,0,134,0,0,268,0,2118,0,0,782
2023-04-01,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5595,0,5590,0,0,0,2653,0,164,0,0,0,551,9,1704,0,0,324
2023-04-01,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6753,0,2344,73,0,19,3404,0,14,18,0,0,596,131,2254,0,0,976
2023-04-01,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE ,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,9174,343,9752,0,0,447,4882,0,429,0,0,14,756,800,3775,4,0,1294
