Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
2023-07-01,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,14846,0,8269,86,0,1289,6777,0,793,27,0,273,1566,286,3938,0,0,498
2023-07-01,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,12881,0,6456,0,0,856,4014,0,235,0,0,0,722,21,6061,0,0,863
2023-07-01,RNZ,NHS ENGLAND SOUTH WEST ,SALISBURY NHS FOUNDATION TRUST,4219,313,1747,248,0,0,1210,0,0,75,0,0,304,1,1301,0,0,772
2023-07-01,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,6144,0,0,0,0,0,51,0,0,0,0,0,0,0,6,0,219
2023-07-01,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,10243,0,0,0,0,0,2764,0,0,0,0,0,723,139,3053,0,0,801
2023-07-01,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,11137,0,0,0,0,0,5158,0,0,0,0,0,803,127,3306,0,0,1839
2023-07-01,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8808,0,11249,220,0,211,4109,0,24,46,0,0,555,856,2513,0,0,1473
2023-07-01,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,9026,1176,3365,0,0,0,3555,0,139,0,0,0,358,123,3853,791,0,1140
2023-07-01,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,7199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-01,Y04538,NHS ENGLAND SOUTH EAST ,BRACKNELL URGENT CARE CENTRE WIC,0,0,2815,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0
2023-07-01,AXG,NHS ENGLAND SOUTH WEST ,WILTSHIRE HEALTH & CARE,0,0,2373,0,0,53,0,0,74,0,0,1,0,0,0,0,0,0
2023-07-01,C83023,NHS ENGLAND MIDLANDS ,SLEAFORD MEDICAL GROUP,0,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2023-07-01,NNF09,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRANSHOLME HEALTH CENTRE,0,0,3843,0,0,0,0,0,775,0,0,0,0,0,0,0,0,0
2023-07-01,NNF76,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE WILBERFORCE HEALTH CENTRE,0,0,2783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-01,NNF94,NHS ENGLAND NORTH EAST AND YORKSHIRE ,EAST RIDING COMMUNITY HOSPITAL,0,0,2978,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0
2023-07-01,NNFA7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GOOLE & DISTRICT HOSPITAL,0,0,1547,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
2023-07-01,NNJ07,NHS ENGLAND MIDLANDS ,LOUGHBOROUGH URGENT CARE CENTRE,0,0,4983,0,0,494,0,0,17,0,0,0,0,0,0,0,0,0
2023-07-01,NNJ0H,NHS ENGLAND MIDLANDS ,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0,0,176,0,0,1454,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-01,NNJ12,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH,0,0,108,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-01,NNJ13,NHS ENGLAND MIDLANDS ,MELTON MOWBRAY,0,0,59,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-01,NNJ14,NHS ENGLAND MIDLANDS ,OADBY,0,0,852,0,0,1492,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-01,NNJ15,NHS ENGLAND MIDLANDS ,OAKHAM,0,0,59,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-01,NNJ,NHS ENGLAND MIDLANDS ,DHU HEALTH CARE C.I.C,0,0,1962,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023-07-01,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,21357,3395,14496,2062,427,1193,8899,148,1672,710,9,335,2851,91,5558,184,330,505
2023-07-01,R1D,NHS ENGLAND MIDLANDS ,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0,0,3581,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3
2023-07-01,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2023-07-01,RAX,NHS ENGLAND LONDON,KINGSTON HOSPITAL NHS FOUNDATION TRUST,6820,0,2894,0,0,0,2889,0,132,0,0,0,307,88,1845,0,136,527
2023-07-01,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,7904,0,4007,296,0,135,2933,0,46,59,0,0,618,47,3147,0,0,741
2023-07-01,RBV,NHS ENGLAND NORTH WEST ,THE CHRISTIE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642
2023-07-01,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE ,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,10221,375,8838,0,0,416,5519,0,382,0,0,10,894,255,4212,6,0,1437
2023-07-01,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,21913,0,0,0,0,0,8055,0,0,0,0,0,1351,0,5867,0,0,313
2023-07-01,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8025,0,0,0,0,0,2905,0,0,0,0,0,387,0,2886,0,0,655
2023-07-01,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,12740,0,4535,41,0,401,5061,0,485,14,0,22,558,530,3099,0,107,1315
2023-07-01,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,7033,0,658,240,0,0,2286,0,0,0,0,0,425,115,1907,0,0,583
2023-07-01,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,12677,0,9085,0,0,0,4244,0,279,0,0,0,308,3,3287,0,0,1470
2023-07-01,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,12107,0,3093,1089,0,45,5526,0,51,409,0,3,669,28,3743,0,0,2164
2023-07-01,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,6692,0,431,0,0,0,2953,0,7,0,0,0,496,594,1568,0,0,966
2023-07-01,RL1,NHS ENGLAND MIDLANDS ,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
2023-07-01,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,5753,0,0,183,0,0,2527,0,0,67,0,0,145,178,1605,0,0,554
2023-07-01,RN7,NHS ENGLAND SOUTH EAST ,DARTFORD AND GRAVESHAM NHS TRUST,11017,0,3597,0,0,0,3134,0,59,0,0,0,653,1,2776,0,0,390
2023-07-01,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,13323,0,3922,0,0,0,5486,0,1,0,0,0,989,38,3654,0,441,1156
2023-07-01,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,9331,0,0,1097,0,0,4642,0,0,0,0,0,568,92,2066,0,0,387
2023-07-01,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,12120,0,0,554,0,0,3360,0,0,0,0,0,191,34,1417,0,0,285
2023-07-01,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11839,1562,5413,0,0,681,4086,80,0,0,0,0,296,8,3299,14,0,2845
2023-07-01,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4368,0,11195,0,0,0,2201,0,150,0,0,0,93,1,1515,0,469,2101
2023-07-01,RW1,NHS ENGLAND SOUTH EAST ,SOUTHERN HEALTH NHS FOUNDATION TRUST,0,0,2885,0,0,0,0,0,31,0,0,0,0,0,0,0,8,139
2023-07-01,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,12466,0,6100,169,0,0,6052,0,25,59,0,0,816,295,3320,0,0,1334
2023-07-01,RWW,NHS ENGLAND NORTH WEST ,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,7292,0,2930,260,0,124,3265,0,99,74,0,3,1028,406,2312,0,0,222
2023-07-01,RXG,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
2023-07-01,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,4549,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0
2023-07-01,RYX,NHS ENGLAND LONDON,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0,0,9260,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0
2023-07-01,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-01,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,12727,0,13780,214,0,0,5659,0,166,93,0,0,406,96,6703,0,0,1330
2023-07-01,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,13943,2232,0,0,0,0,3871,117,0,0,0,0,572,34,4594,10,0,1328
2023-07-01,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6856,0,3440,103,0,0,3669,0,90,47,0,0,617,56,2147,0,0,1188
2023-07-01,RAP,NHS ENGLAND LONDON,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,8538,498,6049,397,0,0,3908,3,606,105,0,0,471,545,1554,0,0,139
2023-07-01,RBQ,NHS ENGLAND NORTH WEST ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180
2023-07-01,RDR,NHS ENGLAND SOUTH EAST ,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,12505,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0
2023-07-01,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,6862,0,12765,0,0,0,3605,0,519,0,0,0,569,435,2254,0,35,1187
2023-07-01,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,4625,0,0,0,0,0,413,0,0,0,0,0,0,0,885,0,0,215
2023-07-01,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,19016,0,9115,453,0,0,5331,0,174,0,0,0,463,35,2513,0,0,346
2023-07-01,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,32888,0,1621,0,0,0,16169,0,38,0,0,0,3828,1097,11075,0,1,4891
2023-07-01,RTG,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,15247,0,14339,244,0,96,7677,0,685,83,0,3,860,168,4099,0,199,2249
2023-07-01,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,6679,0,0,0,0,0,10,0,0,0,0,0,0,0,0,24
2023-07-01,RVV,NHS ENGLAND SOUTH EAST ,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,11944,0,11653,92,0,0,5791,0,268,36,0,0,653,769,4379,0,506,1647
2023-07-01,RWD,NHS ENGLAND MIDLANDS ,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,12602,0,5824,2,0,0,7230,0,689,1,0,0,1150,697,4123,0,0,1011
2023-07-01,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,9363,0,2283,865,0,977,3436,0,46,0,0,0,93,0,3447,0,0,536
2023-07-01,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,14711,1365,9230,766,0,0,7029,206,272,199,0,0,1404,73,2909,0,0,388
2023-07-01,RXW,NHS ENGLAND MIDLANDS ,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10753,0,2099,80,0,341,6153,0,210,23,0,4,479,859,2668,0,54,2090
2023-07-01,RYR,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,24184,1482,2768,1452,0,556,9134,14,197,415,0,15,1067,516,8263,30,41,1269
2023-07-01,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LOCAL CARE DIRECT,0,0,2334,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-01,C82009,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH MED.CTR,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-01,R1H,NHS ENGLAND LONDON,BARTS HEALTH NHS TRUST,24175,803,17883,0,0,0,9604,9,3085,0,0,0,1423,268,5376,0,0,1132
2023-07-01,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,30584,0,1608,898,0,108,9202,0,79,196,0,6,2644,11,8324,0,260,1288
2023-07-01,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5596,0,6039,1,0,0,3143,0,48,1,0,0,519,35,1674,0,0,412
2023-07-01,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0,0,2305,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0
2023-07-01,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6996,0,2608,82,0,15,3382,0,12,17,0,1,760,210,2417,0,0,1028
2023-07-01,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,15825,0,6525,0,0,1095,5614,0,0,0,0,0,80,0,4523,0,0,2130
2023-07-01,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4859,0,937,101,0,42,1057,0,0,24,0,0,69,1,1250,0,0,421
2023-07-01,RD8,NHS ENGLAND EAST OF ENGLAND ,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7961,0,4911,470,0,123,3007,0,148,168,0,0,693,0,1951,0,0,323
2023-07-01,RDY,NHS ENGLAND SOUTH WEST ,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2023-07-01,REP,NHS ENGLAND NORTH WEST ,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,1209,0,0,132,0,0,112,0,0,0,0,0,0,0,79,0,12
2023-07-01,RGT,NHS ENGLAND EAST OF ENGLAND ,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10187,0,6339,116,0,54,4923,0,69,50,0,0,562,99,2870,0,23,461
2023-07-01,RHM,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,11227,1348,0,99,0,0,4011,75,0,32,0,0,157,8,3235,13,3248,1369
2023-07-01,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8991,1204,7036,375,0,719,4198,0,373,175,0,13,948,10,3303,0,0,2998
2023-07-01,RHU,NHS ENGLAND SOUTH EAST ,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,9450,725,2823,1261,0,709,4944,7,29,613,0,8,1674,24,3681,0,0,2376
2023-07-01,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,12782,0,11800,53,0,0,6161,0,1293,8,0,0,894,324,3540,0,0,1221
2023-07-01,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,12644,0,4363,0,0,0,4323,0,0,0,0,0,545,233,1439,0,0,122
2023-07-01,RKB,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,11364,1764,7044,46,0,117,5009,138,136,21,0,2,252,2,2656,88,72,1522
2023-07-01,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,8609,0,0,0,0,0,2842,0,0,0,0,0,234,281,975,0,0,41
2023-07-01,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,6070,0,1560,149,0,155,1928,0,18,0,0,0,529,0,966,0,0,22
2023-07-01,RM1,NHS ENGLAND EAST OF ENGLAND ,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10951,0,8010,551,0,1,4045,0,1,128,0,0,908,357,2367,0,0,1576
2023-07-01,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,7960,0,2335,338,0,112,3143,0,0,0,0,0,374,15,2376,0,0,148
2023-07-01,RN5,NHS ENGLAND SOUTH EAST ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,12379,0,349,0,0,212,3635,0,1,0,0,0,489,6,4028,0,0,1086
2023-07-01,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,9399,0,4947,149,0,641,3779,0,37,43,0,0,928,69,3385,0,0,1748
2023-07-01,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,9042,0,2101,270,0,2,3475,0,4,72,0,0,631,216,2333,0,0,714
2023-07-01,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,8646,588,1895,236,0,86,3717,11,96,56,0,1,553,410,1895,0,0,1364
2023-07-01,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,3994,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0
2023-07-01,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,8380,0,6548,287,0,1433,3114,0,1166,96,0,0,672,343,2187,0,0,927
2023-07-01,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LEEDS TEACHING HOSPITALS NHS TRUST,16784,0,10975,94,0,17,7099,0,22,25,0,0,1529,62,3734,0,0,1118
2023-07-01,RTE,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,12571,0,0,166,0,0,4728,0,0,49,0,0,585,712,2590,0,0,1441
2023-07-01,RTF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,9375,0,11316,0,0,0,1192,0,9,0,0,0,20,0,4967,0,48,1434
2023-07-01,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,1101,0,0,50,0,0,2,0,0,0,0,0,0,0,0,0
2023-07-01,RVJ,NHS ENGLAND SOUTH WEST ,NORTH BRISTOL NHS TRUST,8823,0,0,89,0,0,2524,0,0,17,0,0,535,12,2964,0,0,1764
2023-07-01,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,8909,0,0,691,0,0,3082,0,0,192,0,0,850,101,2881,0,0,660
2023-07-01,RXN,NHS ENGLAND NORTH WEST ,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,11831,0,3911,174,0,65,3997,0,78,33,0,2,1154,152,2969,0,185,1445
2023-07-01,RY2,NHS ENGLAND NORTH WEST ,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,3148,0,0,141,0,0,86,0,0,7,0,0,0,0,0,0
2023-07-01,RYG,NHS ENGLAND MIDLANDS ,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,60
2023-07-01,Y03571,NHS ENGLAND MIDLANDS ,CORBY URGENT CARE CENTRE,0,0,8094,0,0,613,0,0,53,0,0,0,0,0,0,0,0,0
2023-07-01,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,3928,0,2444,24,0,26,1946,0,48,14,0,0,385,474,1094,0,0,239
2023-07-01,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,5051,0,0,0,0,0,462,0,0,0,0,0,0,0,941,0,0,187
2023-07-01,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6565,0,824,119,0,0,2393,0,0,22,0,0,634,283,2072,0,0,591
2023-07-01,RD1,NHS ENGLAND SOUTH WEST ,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,7895,0,0,0,0,0,3369,0,0,0,0,0,452,5,2432,0,2,1414
2023-07-01,RHW,NHS ENGLAND SOUTH EAST ,ROYAL BERKSHIRE NHS FOUNDATION TRUST,11958,2418,0,488,0,0,3575,17,0,0,0,0,264,0,2386,1,0,801
2023-07-01,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,9196,0,0,311,0,0,4301,0,0,0,0,0,1156,0,1928,0,0,147
2023-07-01,RRF,NHS ENGLAND NORTH WEST ,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",7236,0,5084,0,0,0,3692,0,52,0,0,0,1126,298,2206,0,0,908
2023-07-01,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8042,0,4143,150,0,481,2685,0,154,40,0,4,514,275,2902,0,19,863
2023-07-01,RWG,NHS ENGLAND EAST OF ENGLAND ,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,7634,0,7093,0,0,1172,4365,0,165,0,0,33,1197,0,3100,0,0,740
2023-07-01,RWH,NHS ENGLAND EAST OF ENGLAND ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9473,0,5235,12,0,375,5250,0,2,6,0,1,145,3,2732,0,0,272
2023-07-01,RY9,NHS ENGLAND LONDON,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,0,0,5037,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2023-07-01,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,12464,4109,7081,0,0,0,5028,25,131,0,0,0,629,50,3200,0,0,1197
2023-07-01,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,14605,0,0,0,0,0,5355,0,0,0,0,0,882,542,4370,0,0,534
2023-07-01,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9314,0,0,0,0,0,3439,0,0,0,0,0,542,3,2832,0,0,474
2023-07-01,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,13057,0,4216,0,0,6316,6488,0,0,0,0,0,1666,1,4131,0,0,733
2023-07-01,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,18183,0,2485,0,0,0,2730,0,16,0,0,0,690,2,5813,0,0,1062
2023-07-01,DD401,NHS ENGLAND SOUTH WEST ,EXMOUTH MINOR INJURY UNIT,0,0,1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-01,DT301,NHS ENGLAND EAST OF ENGLAND ,HERTS URGENT CARE (ASCOTS LANE),0,0,2498,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
2023-07-01,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11421,1535,5909,372,0,1078,4546,13,171,156,0,18,557,2,4343,26,0,1147
2023-07-01,RET,NHS ENGLAND NORTH WEST ,THE WALTON CENTRE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
2023-07-01,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,13217,514,7778,586,0,317,6425,0,152,231,0,2,1051,692,5935,0,0,2774
2023-07-01,RY8,NHS ENGLAND MIDLANDS ,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,7840,0,0,1427,0,0,2,0,0,1,0,0,0,0,0,0
2023-07-01,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8127,0,3389,843,0,0,2601,0,0,118,0,0,437,376,2564,0,0,756
2023-07-01,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8969,273,4428,0,0,1,5423,1,440,0,0,0,591,185,2917,0,0,1159
2023-07-01,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,24962,0,6971,0,0,0,10220,0,246,0,0,0,1413,360,6793,0,372,1737
2023-07-01,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,15073,0,9896,0,0,0,6028,0,870,0,0,0,954,218,4484,0,0,537
